Date,Year,Month,Quarter,DayOfWeek,Open,High,Low,Close,Volume,Daily_Return_Pct,Cumulative_Return_Pct,Annual_Return_Pct,Volatility_21D,SMA_7,SMA_21,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI_14,BB_Upper,BB_Mid,BB_Lower,BB_Width,ATR_14,OBV
2008-04-09,2008,4,2,Wednesday,1365.5,1368.39,1349.97,1354.49,3556670000,-0.8092,1180.72,-6.4,1.8289,1367.14,1335.52,1342.06,1445.15,1353.04,1344.82,8.22,3.5528,4.6672,52.67,1395.54,1336.27,1276.99,0.0887,24.71,301285240000.0
2008-04-10,2008,4,2,Thursday,1355.37,1367.24,1350.11,1360.55,3686150000,0.4474,1186.45,-5.98,1.6558,1365.77,1337.42,1342.02,1444.47,1354.19,1345.99,8.2,4.4823,3.7177,54.19,1397.59,1338.86,1280.12,0.0877,24.17,304971390000.0
2008-04-11,2008,4,2,Friday,1357.98,1357.98,1331.21,1332.83,3723790000,-2.0374,1160.24,-7.9,1.7097,1360.81,1338.57,1341.56,1443.67,1350.91,1345.01,5.9,4.7658,1.1342,46.78,1397.51,1339.72,1281.93,0.0863,24.54,301247600000.0
2008-04-14,2008,4,2,Monday,1332.2,1335.64,1326.16,1328.32,3565020000,-0.3384,1155.98,-8.21,1.7096,1354.95,1339.18,1340.56,1442.78,1347.43,1343.77,3.66,4.5446,-0.8846,45.69,1394.55,1341.73,1288.91,0.0787,23.46,297682580000.0
2008-04-15,2008,4,2,Tuesday,1331.72,1337.72,1324.35,1334.43,3581230000,0.46,1161.75,-7.79,1.6391,1349.81,1341.38,1339.34,1441.92,1345.43,1343.08,2.35,4.1057,-1.7557,47.48,1387.9,1344.62,1301.35,0.0644,22.74,301263810000.0
2008-04-16,2008,4,2,Wednesday,1337.02,1365.49,1337.02,1364.71,4260370000,2.2691,1190.38,-5.7,1.6801,1348.7,1345.58,1339.02,1441.23,1348.4,1344.68,3.72,4.0286,-0.3086,55.34,1389.97,1346.32,1302.68,0.0648,23.33,305524180000.0
2008-04-17,2008,4,2,Thursday,1363.37,1368.6,1357.25,1365.56,3713880000,0.0623,1191.19,-5.64,1.4215,1348.7,1347.24,1339.6,1440.46,1351.04,1346.23,4.81,4.1849,0.6251,55.54,1387.79,1349.68,1311.57,0.0565,22.48,309238060000.0
2008-04-18,2008,4,2,Friday,1369.0,1395.9,1369.0,1390.33,4222380000,1.8139,1214.61,-3.93,1.3384,1353.82,1351.61,1340.87,1439.78,1357.08,1349.5,7.58,4.8639,2.7161,61.05,1393.65,1352.72,1311.79,0.0605,23.04,313460440000.0
2008-04-21,2008,4,2,Monday,1387.72,1390.23,1379.25,1388.17,3420570000,-0.1554,1212.57,-4.08,1.2552,1357.76,1354.41,1341.9,1439.1,1361.87,1352.36,9.51,5.7931,3.7169,60.35,1398.49,1354.63,1310.78,0.0647,22.19,310039870000.0
2008-04-22,2008,4,2,Tuesday,1386.43,1386.43,1369.84,1375.94,3821900000,-0.881,1201.0,-4.92,1.2388,1363.92,1355.65,1342.79,1438.32,1364.03,1354.11,9.92,6.6185,3.3015,56.39,1400.64,1355.78,1310.92,0.0662,21.91,306217970000.0
2008-04-23,2008,4,2,Wednesday,1378.4,1387.87,1372.24,1379.93,4103610000,0.29,1204.77,-4.65,1.2392,1371.3,1356.93,1343.61,1437.57,1366.48,1356.02,10.46,7.3868,3.0732,57.38,1403.27,1357.72,1312.18,0.0671,21.46,310321580000.0
2008-04-24,2008,4,2,Thursday,1380.52,1397.72,1371.09,1388.82,4461660000,0.6442,1213.18,-4.03,1.2235,1379.07,1359.2,1344.41,1436.96,1369.91,1358.45,11.46,8.2014,3.2586,59.56,1405.83,1360.88,1315.92,0.0661,21.83,314783240000.0
2008-04-25,2008,4,2,Friday,1387.88,1399.11,1379.98,1397.84,3891150000,0.6495,1221.71,-3.41,1.189,1383.8,1362.64,1345.02,1436.35,1374.21,1361.37,12.84,9.1291,3.7109,61.7,1407.41,1365.01,1322.6,0.0621,21.64,318674390000.0
2008-04-28,2008,4,2,Monday,1397.96,1402.9,1394.4,1396.37,3607000000,-0.1052,1220.32,-3.51,1.1677,1388.2,1366.5,1345.97,1435.6,1377.62,1363.96,13.66,10.0353,3.6247,61.13,1408.33,1368.69,1329.05,0.0579,20.7,315067390000.0
2008-04-29,2008,4,2,Tuesday,1395.61,1397.0,1386.7,1390.94,3815320000,-0.3889,1215.19,-3.88,1.175,1388.29,1369.75,1346.79,1434.79,1379.67,1365.96,13.71,10.7703,2.9397,58.97,1410.6,1369.73,1328.86,0.0597,19.96,311252070000.0
2008-04-30,2008,4,2,Wednesday,1391.22,1404.57,1384.25,1385.59,4508890000,-0.3846,1210.13,-4.25,0.8968,1387.92,1370.48,1347.53,1433.97,1380.58,1367.41,13.17,11.2502,1.9198,56.84,1412.09,1370.63,1329.17,0.0605,19.98,306743180000.0
2008-05-01,2008,5,2,Thursday,1385.97,1410.07,1383.07,1409.34,4448780000,1.7141,1232.58,-2.61,0.9642,1392.69,1372.47,1348.51,1433.27,1385.0,1370.52,14.48,11.8962,2.5838,63.2,1417.54,1372.63,1327.72,0.0654,20.48,311191960000.0
2008-05-02,2008,5,2,Friday,1409.16,1422.72,1406.25,1413.9,3953030000,0.3236,1236.89,-2.3,0.9649,1397.54,1374.6,1349.94,1432.61,1389.45,1373.73,15.72,12.6609,3.0591,64.29,1423.33,1374.81,1326.28,0.0706,20.2,315144990000.0
2008-05-05,2008,5,2,Monday,1415.34,1415.34,1404.37,1407.49,3410090000,-0.4534,1230.83,-2.74,0.974,1400.21,1376.36,1351.03,1431.88,1392.23,1376.23,16.0,13.3287,2.6713,61.53,1427.21,1376.55,1325.9,0.0736,19.54,311734900000.0
2008-05-06,2008,5,2,Tuesday,1405.6,1421.57,1397.1,1418.26,3924100000,0.7652,1241.02,-2.0,0.9838,1403.13,1378.54,1351.96,1431.3,1396.23,1379.35,16.88,14.039,2.841,64.3,1432.83,1379.19,1325.55,0.0778,19.89,315659000000.0
2008-05-07,2008,5,2,Wednesday,1417.49,1419.54,1391.16,1392.57,4075860000,-1.8114,1216.73,-3.77,1.0658,1402.58,1379.83,1352.18,1430.56,1395.67,1380.33,15.34,14.2992,1.0408,54.27,1433.73,1381.09,1328.46,0.0762,20.5,311583140000.0
2008-05-08,2008,5,2,Thursday,1394.29,1402.35,1389.39,1397.68,3827550000,0.3669,1221.56,-3.42,1.0464,1403.55,1381.88,1352.53,1429.99,1395.98,1381.61,14.37,14.3134,0.0566,55.75,1435.16,1382.95,1330.75,0.0755,19.96,315410690000.0
2008-05-09,2008,5,2,Friday,1394.9,1394.9,1384.11,1388.28,3518620000,-0.6725,1212.67,-4.07,1.0592,1403.93,1383.2,1352.95,1429.34,1394.79,1382.11,12.68,13.9867,-1.3067,52.39,1432.31,1385.72,1339.14,0.0672,19.5,311892070000.0
2008-05-12,2008,5,2,Monday,1389.4,1404.06,1386.2,1403.58,3370630000,1.1021,1227.14,-3.01,0.959,1403.11,1386.57,1354.41,1428.95,1396.14,1383.7,12.44,13.6773,-1.2373,56.94,1428.01,1389.49,1350.96,0.0555,19.38,315262700000.0
2008-05-13,2008,5,2,Tuesday,1404.4,1406.3,1396.26,1403.04,4018590000,-0.0385,1226.63,-3.05,0.952,1401.56,1390.13,1355.84,1428.67,1397.21,1385.13,12.08,13.3579,-1.2779,56.73,1421.81,1392.92,1364.02,0.0415,18.72,311244110000.0
2008-05-14,2008,5,2,Wednesday,1405.65,1420.19,1405.65,1408.66,3979370000,0.4006,1231.94,-2.66,0.9515,1401.72,1393.67,1357.48,1428.34,1398.97,1386.87,12.1,13.1063,-1.0063,58.42,1421.56,1395.11,1368.67,0.0379,18.61,315223480000.0
2008-05-15,2008,5,2,Thursday,1408.36,1424.4,1406.87,1423.57,3836480000,1.0585,1246.04,-1.63,0.8557,1402.48,1396.47,1359.28,1428.18,1402.75,1389.59,13.16,13.117,0.043,62.58,1423.52,1398.02,1372.51,0.0365,18.53,319059960000.0
2008-05-16,2008,5,2,Friday,1423.89,1425.82,1414.35,1425.35,3842590000,0.125,1247.72,-1.51,0.8553,1407.17,1399.32,1361.7,1427.98,1406.23,1392.24,13.99,13.2916,0.6984,63.06,1427.74,1399.77,1371.8,0.04,18.02,322902550000.0
2008-05-19,2008,5,2,Monday,1425.28,1440.24,1421.63,1426.63,3683970000,0.0898,1248.93,-1.42,0.7721,1411.3,1401.05,1364.36,1427.75,1409.37,1394.79,14.58,13.5493,1.0307,63.42,1431.53,1401.69,1371.85,0.0426,18.07,326586520000.0
2008-05-20,2008,5,2,Tuesday,1424.49,1424.49,1409.09,1413.4,3854320000,-0.9274,1236.42,-2.33,0.8039,1414.89,1402.25,1367.16,1427.65,1409.99,1396.17,13.82,13.6034,0.2166,57.21,1431.22,1403.56,1375.9,0.0394,18.03,322732200000.0
2008-05-21,2008,5,2,Wednesday,1414.06,1419.12,1388.81,1390.71,4517990000,-1.6053,1214.97,-3.9,0.8611,1413.05,1402.95,1368.56,1427.27,1407.02,1395.76,11.26,13.1348,-1.8748,48.45,1430.2,1404.1,1378.01,0.0372,18.91,318214210000.0
2008-05-22,2008,5,2,Thursday,1390.83,1399.07,1390.23,1394.35,3955960000,0.2617,1218.41,-3.65,0.8607,1411.81,1403.64,1370.27,1426.86,1405.07,1395.66,9.41,12.3898,-2.9798,49.78,1429.9,1404.38,1378.85,0.0364,18.19,322170170000.0
2008-05-23,2008,5,2,Friday,1392.2,1392.2,1373.72,1375.93,3516380000,-1.321,1200.99,-4.92,0.8992,1407.13,1403.02,1371.48,1426.25,1400.59,1394.2,6.39,11.1898,-4.7998,43.65,1431.7,1403.28,1374.86,0.0405,18.36,318653790000.0
2008-05-27,2008,5,2,Tuesday,1375.97,1387.4,1373.07,1385.35,3588860000,0.6846,1209.9,-4.27,0.9006,1401.67,1402.43,1373.43,1425.91,1398.24,1393.54,4.7,9.8919,-5.1919,47.23,1432.13,1402.73,1373.33,0.0419,18.07,322242650000.0
2008-05-28,2008,5,2,Wednesday,1386.54,1391.25,1378.16,1390.84,3927240000,0.3963,1215.09,-3.89,0.9054,1396.74,1402.16,1375.71,1425.6,1397.11,1393.34,3.77,8.6675,-4.8975,49.25,1432.13,1402.73,1373.32,0.0419,17.72,326169890000.0
2008-05-29,2008,5,2,Thursday,1390.5,1406.32,1388.59,1398.26,3894440000,0.5335,1222.11,-3.38,0.9087,1392.69,1402.51,1377.06,1425.32,1397.28,1393.7,3.58,7.65,-4.07,51.93,1431.74,1403.36,1374.98,0.0404,17.72,330064330000.0
2008-05-30,2008,5,2,Friday,1398.36,1404.46,1398.08,1400.38,3845630000,0.1516,1224.11,-3.23,0.904,1390.83,1403.22,1379.1,1425.19,1397.76,1394.2,3.56,6.832,-3.272,52.7,1431.17,1402.91,1374.65,0.0403,16.91,333909960000.0
2008-06-02,2008,6,2,Monday,1399.62,1399.62,1377.79,1385.67,3714320000,-1.0504,1210.2,-4.25,0.8499,1390.11,1402.09,1380.22,1425.09,1395.9,1393.57,2.33,5.9316,-3.6016,47.07,1430.27,1401.5,1372.73,0.0411,17.31,330195640000.0
2008-06-03,2008,6,2,Tuesday,1386.42,1393.12,1370.12,1377.65,4396380000,-0.5788,1202.62,-4.8,0.8514,1387.73,1400.36,1380.78,1424.92,1393.09,1392.39,0.7,4.8853,-4.1853,44.3,1430.51,1400.01,1369.51,0.0436,17.72,325799260000.0
2008-06-04,2008,6,2,Wednesday,1376.26,1388.18,1371.74,1377.2,4338640000,-0.0327,1202.19,-4.83,0.8482,1387.91,1398.92,1381.26,1424.57,1390.65,1391.26,-0.61,3.7862,-4.3962,44.14,1428.81,1397.96,1367.1,0.0441,17.63,321460620000.0
2008-06-05,2008,6,2,Thursday,1377.48,1404.05,1377.48,1404.05,4350790000,1.9496,1227.58,-2.98,0.9427,1390.58,1398.25,1382.52,1424.37,1392.71,1392.21,0.5,3.129,-2.629,54.52,1429.39,1398.53,1367.67,0.0441,18.29,325811410000.0
2008-06-06,2008,6,2,Friday,1400.06,1400.06,1359.9,1360.68,4771660000,-3.0889,1186.57,-5.98,1.0919,1386.27,1396.73,1383.22,1423.93,1387.78,1389.87,-2.09,2.0852,-4.1752,41.2,1431.88,1396.68,1361.47,0.0504,20.13,321039750000.0
2008-06-09,2008,6,2,Monday,1360.83,1370.63,1350.62,1361.76,4404570000,0.0794,1187.59,-5.9,1.0875,1381.06,1395.02,1384.15,1423.42,1383.78,1387.79,-4.01,0.8661,-4.8761,41.58,1433.74,1395.35,1356.96,0.055,20.13,325444320000.0
2008-06-10,2008,6,2,Tuesday,1358.98,1366.84,1351.56,1358.44,4635070000,-0.2438,1184.46,-6.13,1.0805,1375.06,1393.6,1384.87,1422.9,1379.88,1385.62,-5.74,-0.4551,-5.2849,40.71,1434.63,1393.1,1351.56,0.0596,19.78,320809250000.0
2008-06-11,2008,6,2,Wednesday,1357.09,1357.09,1335.47,1335.49,4779980000,-1.6894,1162.76,-7.72,1.0971,1367.9,1390.35,1384.17,1422.18,1373.05,1381.9,-8.85,-2.1341,-6.7159,35.18,1438.24,1389.72,1341.19,0.0698,20.01,316029270000.0
2008-06-12,2008,6,2,Thursday,1335.78,1353.03,1331.29,1339.87,4734240000,0.328,1166.9,-7.41,1.1032,1362.5,1387.34,1383.62,1421.55,1367.95,1378.79,-10.84,-3.8753,-6.9647,36.94,1438.74,1386.28,1333.81,0.0757,20.13,320763510000.0
2008-06-13,2008,6,2,Friday,1341.81,1360.03,1341.71,1360.03,4080420000,1.5046,1185.96,-6.02,1.1588,1360.05,1385.03,1383.43,1421.19,1366.73,1377.4,-10.67,-5.2342,-5.4358,44.42,1433.72,1383.1,1332.48,0.0732,20.13,324843930000.0
2008-06-16,2008,6,2,Monday,1358.85,1364.7,1352.07,1360.14,3706940000,0.0081,1186.06,-6.01,1.1258,1353.77,1382.01,1383.23,1420.67,1365.71,1376.12,-10.41,-6.2694,-4.1406,44.46,1427.31,1379.84,1332.38,0.0688,19.6,328550870000.0
2008-06-17,2008,6,2,Tuesday,1360.71,1366.59,1350.54,1350.93,3801960000,-0.6771,1177.35,-6.65,1.1274,1352.38,1378.46,1382.8,1420.14,1363.44,1374.26,-10.82,-7.1795,-3.6405,41.83,1419.73,1376.06,1332.38,0.0635,19.34,324748910000.0
2008-06-18,2008,6,2,Wednesday,1349.59,1349.59,1333.4,1337.81,4573570000,-0.9712,1164.95,-7.56,1.1352,1348.96,1374.24,1382.24,1419.45,1359.5,1371.56,-12.06,-8.1556,-3.9044,38.35,1415.43,1372.28,1329.13,0.0629,19.21,320175340000.0
2008-06-19,2008,6,2,Thursday,1336.89,1347.66,1330.5,1342.83,4811670000,0.3752,1169.7,-7.21,1.1348,1346.73,1370.87,1382.01,1418.72,1356.93,1369.43,-12.5,-9.0245,-3.4755,40.4,1414.03,1369.88,1325.74,0.0645,19.07,324987010000.0
2008-06-20,2008,6,2,Friday,1341.02,1341.02,1314.46,1317.93,5324900000,-1.8543,1146.15,-8.93,1.151,1344.22,1367.41,1381.16,1417.95,1350.93,1365.61,-14.68,-10.1556,-4.5244,34.33,1414.33,1366.06,1317.8,0.0707,19.73,319662110000.0
2008-06-23,2008,6,2,Monday,1319.77,1323.78,1315.31,1318.0,4186370000,0.0053,1146.22,-8.93,1.1467,1341.1,1363.77,1380.86,1417.15,1345.87,1362.09,-16.22,-11.3685,-4.8515,34.36,1415.7,1363.17,1310.63,0.0771,18.93,323848480000.0
2008-06-24,2008,6,2,Tuesday,1317.23,1326.02,1304.42,1314.29,4705050000,-0.2815,1142.71,-9.18,1.1208,1334.56,1360.84,1380.58,1416.45,1341.01,1358.55,-17.54,-12.6028,-4.9372,33.49,1415.34,1359.61,1303.88,0.082,19.12,319143430000.0
2008-06-25,2008,6,2,Wednesday,1314.54,1335.63,1314.54,1321.97,4825640000,0.5843,1149.97,-8.65,1.117,1329.11,1357.82,1380.33,1415.8,1338.08,1355.84,-17.76,-13.6342,-4.1258,37.04,1412.29,1356.17,1300.05,0.0828,19.28,323969070000.0
2008-06-26,2008,6,2,Thursday,1316.29,1316.29,1283.15,1283.15,5231280000,-2.9365,1113.27,-11.33,1.2539,1319.43,1352.69,1378.7,1414.86,1329.63,1350.45,-20.82,-15.0714,-5.7486,28.7,1411.73,1350.41,1289.1,0.0908,20.67,318737790000.0
2008-06-27,2008,6,2,Friday,1283.6,1289.45,1272.0,1278.38,6208260000,-0.3717,1108.76,-11.66,1.2365,1310.94,1346.98,1376.96,1413.89,1321.74,1345.11,-23.37,-16.7311,-6.6389,27.87,1408.88,1344.31,1279.74,0.0961,20.44,312529530000.0
2008-06-30,2008,6,2,Monday,1278.06,1290.31,1274.86,1280.0,5032330000,0.1267,1110.29,-11.55,1.236,1301.96,1341.25,1374.75,1412.87,1315.32,1340.29,-24.97,-18.3789,-6.5911,28.62,1406.58,1339.03,1271.48,0.1009,20.09,317561860000.0
2008-07-01,2008,7,3,Tuesday,1276.69,1285.31,1260.68,1284.91,5846290000,0.3836,1114.93,-11.21,1.239,1297.24,1336.45,1372.68,1411.88,1310.64,1336.19,-25.55,-19.8131,-5.7369,30.98,1403.49,1334.39,1265.29,0.1036,20.41,323408150000.0
2008-07-02,2008,7,3,Wednesday,1285.82,1292.17,1261.51,1261.52,5276090000,-1.8204,1092.81,-12.83,1.2793,1289.17,1330.92,1370.4,1410.8,1303.09,1330.66,-27.57,-21.3645,-6.2055,26.49,1401.86,1328.61,1255.36,0.1103,21.14,318132060000.0
2008-07-03,2008,7,3,Thursday,1262.96,1271.48,1252.01,1262.9,3247590000,0.1094,1094.12,-12.73,1.2818,1281.83,1325.48,1368.05,1409.52,1296.9,1325.64,-28.74,-22.8396,-5.9004,27.16,1391.32,1321.55,1251.79,0.1056,21.02,321379650000.0
2008-07-07,2008,7,3,Monday,1262.9,1273.95,1240.68,1252.31,5265420000,-0.8385,1084.11,-13.46,1.1649,1271.88,1318.25,1365.32,1408.13,1290.04,1320.21,-30.17,-24.3057,-5.8643,25.26,1389.82,1316.13,1242.44,0.112,21.9,316114230000.0
2008-07-08,2008,7,3,Tuesday,1251.84,1274.17,1242.84,1273.7,6034110000,1.708,1104.33,-11.99,1.1084,1270.53,1314.11,1362.84,1406.91,1287.53,1316.76,-29.23,-25.2905,-3.9395,35.15,1384.46,1311.73,1239.0,0.1109,22.57,322148340000.0
2008-07-09,2008,7,3,Wednesday,1273.38,1277.36,1244.57,1244.69,5181000000,-2.2776,1076.9,-13.99,1.1839,1265.72,1308.54,1359.81,1405.5,1280.94,1311.42,-30.48,-26.3284,-4.1516,29.46,1381.14,1306.04,1230.94,0.115,23.3,316967340000.0
2008-07-10,2008,7,3,Thursday,1245.25,1257.65,1236.76,1253.39,5840430000,0.699,1085.13,-13.39,1.2086,1261.92,1303.54,1357.06,1404.18,1276.7,1307.12,-30.42,-27.1467,-3.2733,32.96,1379.21,1301.94,1224.67,0.1187,23.13,322807770000.0
2008-07-11,2008,7,3,Friday,1248.66,1257.27,1225.35,1239.49,6742200000,-1.109,1071.98,-14.35,1.1834,1255.43,1298.96,1354.14,1402.79,1270.98,1302.11,-31.13,-27.9434,-3.1866,30.37,1376.81,1296.92,1217.03,0.1232,23.76,316065570000.0
2008-07-14,2008,7,3,Monday,1241.61,1253.5,1225.01,1228.3,5434860000,-0.9028,1061.4,-15.12,1.1787,1250.68,1293.65,1350.51,1401.31,1264.41,1296.65,-32.24,-28.8027,-3.4373,28.42,1370.03,1290.33,1210.63,0.1235,24.1,310630710000.0
2008-07-15,2008,7,3,Tuesday,1226.83,1234.35,1200.44,1214.91,7363640000,-1.0901,1048.74,-16.05,1.1018,1243.83,1286.74,1346.53,1399.73,1256.79,1290.59,-33.8,-29.8022,-3.9978,26.26,1362.46,1283.07,1203.69,0.1237,24.8,303267070000.0
2008-07-16,2008,7,3,Wednesday,1214.65,1245.52,1211.39,1245.36,6738630000,2.5064,1077.53,-13.94,1.2829,1242.83,1281.27,1343.29,1398.32,1255.04,1287.24,-32.2,-30.2817,-1.9183,37.85,1352.05,1277.79,1203.53,0.1162,25.46,310005700000.0
2008-07-17,2008,7,3,Thursday,1246.31,1262.31,1241.49,1260.32,7365210000,1.2013,1091.68,-12.91,1.3281,1240.92,1276.96,1340.13,1396.88,1255.85,1285.25,-29.4,-30.1054,0.7054,42.62,1342.89,1273.92,1204.94,0.1083,25.13,317370910000.0
2008-07-18,2008,7,3,Friday,1258.22,1262.23,1251.81,1260.68,5653280000,0.0286,1092.02,-12.89,1.3215,1243.21,1273.29,1337.5,1395.46,1256.59,1283.43,-26.84,-29.4523,2.6123,42.73,1330.83,1269.81,1208.79,0.0961,24.08,323024190000.0
2008-07-21,2008,7,3,Monday,1261.82,1267.74,1255.7,1260.0,4630640000,-0.0539,1091.38,-12.93,1.3143,1244.15,1269.34,1334.74,1394.06,1257.12,1281.69,-24.57,-28.4758,3.9058,42.56,1323.67,1266.91,1210.16,0.0896,23.22,318393550000.0
2008-07-22,2008,7,3,Tuesday,1257.08,1277.42,1248.83,1277.0,6180230000,1.3492,1107.45,-11.76,1.3101,1249.51,1267.39,1332.52,1392.73,1260.18,1281.34,-21.16,-27.0127,5.8527,48.17,1316.59,1264.86,1213.14,0.0818,23.6,324573780000.0
2008-07-23,2008,7,3,Wednesday,1278.87,1291.17,1276.06,1282.19,6705830000,0.4064,1112.36,-11.4,1.3153,1257.21,1265.69,1330.09,1391.35,1263.56,1281.41,-17.85,-25.1801,7.3301,49.79,1310.3,1263.26,1216.21,0.0745,23.0,331279610000.0
2008-07-24,2008,7,3,Thursday,1283.22,1283.22,1251.48,1252.54,6127980000,-2.3124,1084.32,-13.45,1.3995,1262.58,1262.75,1327.08,1389.85,1261.87,1279.27,-17.4,-23.6241,6.2241,41.79,1298.01,1259.79,1221.56,0.0607,23.62,325151630000.0
2008-07-25,2008,7,3,Friday,1253.51,1263.23,1251.75,1257.76,4672560000,0.4168,1089.26,-13.09,1.3951,1264.36,1259.69,1324.06,1388.31,1261.23,1277.68,-16.45,-22.1893,5.7393,43.51,1295.13,1258.52,1221.91,0.0582,22.75,329824190000.0
2008-07-28,2008,7,3,Monday,1257.76,1260.09,1234.37,1234.37,4282960000,-1.8597,1067.14,-14.7,1.3076,1260.65,1257.37,1320.28,1386.67,1257.1,1274.47,-17.37,-21.2254,3.8554,38.07,1293.19,1256.32,1219.45,0.0587,22.97,325541230000.0
2008-07-29,2008,7,3,Tuesday,1236.38,1263.2,1236.38,1263.2,5414240000,2.3356,1094.4,-12.71,1.4163,1261.01,1256.64,1317.03,1385.22,1258.04,1273.63,-15.59,-20.0983,4.5083,46.88,1290.81,1255.48,1220.14,0.0563,23.39,330955470000.0
2008-07-30,2008,7,3,Wednesday,1264.52,1284.33,1264.52,1284.26,5631330000,1.6672,1114.32,-11.26,1.4649,1264.47,1256.85,1314.19,1383.83,1262.07,1274.42,-12.35,-18.5487,6.1987,52.22,1290.66,1255.44,1220.23,0.0561,23.22,336586800000.0
2008-07-31,2008,7,3,Thursday,1281.37,1284.93,1265.97,1267.38,5346050000,-1.3144,1098.35,-12.42,1.4908,1263.1,1256.01,1311.27,1382.42,1262.89,1273.9,-11.01,-17.0409,6.0309,48.05,1291.27,1255.74,1220.21,0.0566,22.92,331240750000.0
2008-08-01,2008,8,3,Friday,1269.42,1270.52,1254.54,1260.31,4684870000,-0.5578,1091.67,-12.91,1.4406,1259.97,1255.96,1308.66,1381.03,1262.49,1272.89,-10.4,-15.7128,5.3128,46.38,1291.05,1255.61,1220.17,0.0565,22.42,326555880000.0
2008-08-04,2008,8,3,Monday,1253.27,1260.49,1247.45,1249.01,4562280000,-0.8966,1080.99,-13.69,1.4537,1259.47,1255.29,1305.75,1379.57,1260.42,1271.12,-10.7,-14.7102,4.0102,43.76,1290.98,1255.44,1219.91,0.0566,21.75,321993600000.0
2008-08-05,2008,8,3,Tuesday,1254.87,1284.88,1254.67,1284.88,1219310000,2.8719,1114.9,-11.21,1.5727,1263.34,1256.84,1303.93,1378.29,1264.18,1272.14,-7.96,-13.3602,5.4002,52.86,1293.06,1256.0,1218.94,0.059,22.76,323212910000.0
2008-08-06,2008,8,3,Wednesday,1283.99,1291.67,1276.0,1289.19,4873420000,0.3354,1118.98,-10.92,1.532,1271.18,1257.58,1302.01,1377.24,1268.03,1273.41,-5.38,-11.7641,6.3841,53.83,1297.69,1258.23,1218.76,0.0627,22.26,328086330000.0
2008-08-07,2008,8,3,Thursday,1286.51,1286.51,1264.29,1266.07,5319380000,-1.7934,1097.12,-12.51,1.4982,1271.59,1258.6,1299.51,1376.04,1267.73,1272.86,-5.13,-10.4373,5.3073,48.13,1298.41,1258.86,1219.31,0.0628,22.44,322766950000.0
2008-08-08,2008,8,3,Friday,1266.29,1297.85,1262.11,1296.32,4966810000,2.3893,1125.72,-10.42,1.5759,1273.31,1260.64,1297.47,1374.92,1272.13,1274.6,-2.47,-8.8438,6.3738,54.86,1303.49,1261.7,1219.91,0.0662,23.39,327733760000.0
2008-08-11,2008,8,3,Monday,1294.42,1313.15,1291.41,1305.32,5067310000,0.6943,1134.23,-9.8,1.5515,1278.73,1263.78,1295.57,1373.87,1277.23,1276.87,0.36,-7.0031,7.3631,56.67,1308.56,1265.55,1222.55,0.068,23.28,332801070000.0
2008-08-12,2008,8,3,Tuesday,1304.79,1304.79,1285.64,1289.59,4711290000,-1.2051,1119.36,-10.89,1.5641,1282.91,1266.7,1293.65,1372.74,1279.13,1277.82,1.31,-5.3405,6.6505,52.7,1306.33,1269.29,1232.24,0.0584,23.02,328089780000.0
2008-08-13,2008,8,3,Wednesday,1288.64,1294.03,1274.86,1285.83,4787600000,-0.2916,1115.8,-11.15,1.5396,1288.17,1270.08,1291.81,1371.5,1280.16,1278.41,1.75,-3.9224,5.6724,51.77,1307.26,1271.31,1235.36,0.0566,22.74,323302180000.0
2008-08-14,2008,8,3,Thursday,1282.11,1300.11,1276.84,1292.93,4064000000,0.5522,1122.51,-10.66,1.4552,1289.32,1272.34,1290.13,1370.26,1282.13,1279.49,2.64,-2.6099,5.2499,53.45,1309.74,1272.94,1236.14,0.0578,22.78,327366180000.0
2008-08-15,2008,8,3,Friday,1293.85,1302.05,1290.74,1298.2,4041820000,0.4076,1127.5,-10.29,1.4378,1290.61,1274.14,1288.01,1369.09,1284.6,1280.87,3.73,-1.3419,5.0719,54.7,1312.79,1274.82,1236.84,0.0596,21.96,331408000000.0
2008-08-18,2008,8,3,Monday,1298.14,1300.22,1274.51,1278.6,3829290000,-1.5098,1108.96,-11.65,1.4828,1292.4,1275.0,1286.37,1367.74,1283.68,1280.7,2.98,-0.4775,3.4575,49.36,1313.1,1275.75,1238.4,0.0586,22.23,327578710000.0
2008-08-19,2008,8,3,Tuesday,1276.65,1276.65,1263.11,1266.69,4159760000,-0.9315,1097.7,-12.47,1.499,1288.17,1275.32,1284.47,1366.53,1281.06,1279.67,1.39,-0.104,1.494,46.4,1312.79,1275.23,1237.67,0.0589,21.75,323418950000.0
2008-08-20,2008,8,3,Wednesday,1267.34,1276.01,1261.16,1274.54,4555030000,0.6197,1105.12,-11.93,1.4753,1283.77,1275.2,1282.79,1365.35,1280.06,1279.29,0.77,0.0708,0.6992,48.59,1312.27,1274.85,1237.43,0.0587,21.26,327973980000.0
2008-08-21,2008,8,3,Thursday,1271.07,1281.4,1265.22,1277.72,4032590000,0.2495,1108.13,-11.71,1.4735,1282.07,1274.99,1281.63,1364.23,1279.7,1279.17,0.53,0.1626,0.3674,49.49,1312.03,1276.11,1240.19,0.0563,20.89,332006570000.0
